Index,ground,margin,matchdate,matchid,team1,team2,winner
142,Melbourne,8 wickets,"Jan 21, 2001",65605,Australia,Zimbabwe,Australia
141,Johannesburg,4 runs,"Jan 17, 2001",64693,South Africa,Sri Lanka,Sri Lanka
140,Sydney,28 runs,"Jan 17, 2001",65604,Australia,West Indies,Australia
139,Bloemfontein,5 wickets,"Jan 14, 2001",64692,South Africa,Sri Lanka,South Africa
138,Brisbane,9 wickets,"Jan 14, 2001",65603,Australia,West Indies,Australia
137,Brisbane,1 wicket,"Jan 13, 2001",65602,West Indies,Zimbabwe,West Indies
136,Cape Town,99 runs,"Jan 11, 2001",64691,South Africa,Sri Lanka,South Africa
135,Melbourne,74 runs,"Jan 11, 2001",65601,Australia,West Indies,Australia
134,Paarl,8 wickets,"Jan 9, 2001",64690,South Africa,Sri Lanka,South Africa
133,Auckland,1 wicket,"Jan 7, 2001",64689,New Zealand,Zimbabwe,Zimbabwe
132,Wellington,8 wickets,"Jan 4, 2001",64688,New Zealand,Zimbabwe,New Zealand
131,Taupo,70 runs,"Jan 2, 2001",64687,New Zealand,Zimbabwe,Zimbabwe
130,East London,95 runs,"Dec 17, 2000",64686,South Africa,Sri Lanka,South Africa
129,Port Elizabeth,4 wickets,"Dec 15, 2000",64685,South Africa,Sri Lanka,South Africa
128,Rajkot,39 runs,"Dec 14, 2000",64684,India,Zimbabwe,India
127,Kanpur,9 wickets,"Dec 11, 2000",64683,India,Zimbabwe,India
126,Jodhpur,1 wicket,"Dec 8, 2000",64682,India,Zimbabwe,Zimbabwe
125,Ahmedabad,61 runs,"Dec 5, 2000",64681,India,Zimbabwe,India
124,Cuttack,3 wickets,"Dec 2, 2000",64680,India,Zimbabwe,India
123,Cape Town,3 wickets,"Nov 4, 2000",64679,South Africa,New Zealand,South Africa
122,Durban,6 wickets,"Nov 1, 2000",64678,South Africa,New Zealand,South Africa
121,Rawalpindi,6 wickets,"Oct 30, 2000",64677,Pakistan,England,Pakistan
120,Sharjah,245 runs,"Oct 29, 2000",65900,India,Sri Lanka,Sri Lanka
119,Kimberley,5 wickets,"Oct 28, 2000",64676,South Africa,New Zealand,South Africa
118,Sharjah,68 runs,"Oct 27, 2000",65899,India,Sri Lanka,Sri Lanka
117,Lahore,8 wickets,"Oct 27, 2000",64675,Pakistan,England,Pakistan
116,Sharjah,3 wickets,"Oct 26, 2000",65898,India,Zimbabwe,India
115,Centurion,115 runs,"Oct 25, 2000",64674,South Africa,New Zealand,South Africa
114,Sharjah,123 runs,"Oct 25, 2000",65897,Sri Lanka,Zimbabwe,Sri Lanka
113,Karachi,5 wickets,"Oct 24, 2000",64673,Pakistan,England,England
112,Sharjah,13 runs,"Oct 22, 2000",65896,India,Zimbabwe,India
111,Benoni,6 wickets,"Oct 22, 2000",64672,South Africa,New Zealand,South Africa
110,Sharjah,7 wickets,"Oct 21, 2000",65895,Sri Lanka,Zimbabwe,Sri Lanka
109,Potchefstroom,,"Oct 20, 2000",64671,South Africa,New Zealand,no result
108,Sharjah,5 wickets,"Oct 20, 2000",65894,India,Sri Lanka,Sri Lanka
107,Nairobi (Gym),4 wickets,"Oct 15, 2000",66179,India,New Zealand,New Zealand
106,Nairobi (Gym),95 runs,"Oct 13, 2000",66178,India,South Africa,India
105,Nairobi (Gym),4 wickets,"Oct 11, 2000",66177,New Zealand,Pakistan,New Zealand
104,Nairobi (Gym),8 wickets,"Oct 10, 2000",66176,England,South Africa,South Africa
103,Nairobi (Gym),64 runs,"Oct 9, 2000",66175,New Zealand,Zimbabwe,New Zealand
102,Nairobi (Gym),9 wickets,"Oct 8, 2000",66174,Pakistan,Sri Lanka,Pakistan
101,Nairobi (Gym),20 runs,"Oct 7, 2000",66173,Australia,India,India
100,Nairobi (Gym),8 wickets,"Oct 5, 2000",66172,Bangladesh,England,England
99,Nairobi (Gym),108 runs,"Oct 4, 2000",66171,Sri Lanka,West Indies,Sri Lanka
98,Nairobi (Gym),8 wickets,"Oct 3, 2000",66170,Kenya,India,India
97,Bulawayo,6 wickets,"Oct 1, 2000",64670,Zimbabwe,New Zealand,Zimbabwe
96,Bulawayo,21 runs,"Sep 30, 2000",64669,Zimbabwe,New Zealand,Zimbabwe
95,Harare,7 wickets,"Sep 27, 2000",64668,Zimbabwe,New Zealand,New Zealand
94,Singapore,93 runs,"Aug 27, 2000",66240,Pakistan,South Africa,South Africa
93,Singapore,8 wickets,"Aug 25, 2000",66239,New Zealand,South Africa,South Africa
92,Singapore,28 runs,"Aug 23, 2000",66238,Pakistan,South Africa,Pakistan
91,Singapore,12 runs,"Aug 20, 2000",66237,New Zealand,Pakistan,Pakistan
90,Melbourne (Docklands),8 runs,"Aug 20, 2000",64667,Australia,South Africa,South Africa
89,Melbourne (Docklands),,"Aug 18, 2000",64666,Australia,South Africa,tied
88,Melbourne (Docklands),94 runs,"Aug 16, 2000",64665,Australia,South Africa,Australia
87,Lord's,6 wickets,"Jul 22, 2000",66273,England,Zimbabwe,England
86,Nottingham,3 runs,"Jul 20, 2000",66272,England,West Indies,West Indies
85,Birmingham,52 runs,"Jul 18, 2000",66271,England,Zimbabwe,England
84,Chester-le-Street,6 wickets,"Jul 16, 2000",66270,West Indies,Zimbabwe,Zimbabwe
83,Chester-le-Street,10 wickets,"Jul 15, 2000",66269,England,West Indies,England
82,Colombo (RPS),30 runs,"Jul 14, 2000",66263,Sri Lanka,South Africa,Sri Lanka
81,Manchester,8 wickets,"Jul 13, 2000",66268,England,Zimbabwe,England
80,Colombo (SSC),7 wickets,"Jul 12, 2000",66262,Pakistan,South Africa,South Africa
79,Canterbury,70 runs,"Jul 11, 2000",66267,West Indies,Zimbabwe,Zimbabwe
78,Colombo (SSC),8 wickets,"Jul 11, 2000",66261,Sri Lanka,South Africa,Sri Lanka
77,Lord's,,"Jul 9, 2000",66266,England,West Indies,no result
76,Colombo (RPS),6 wickets,"Jul 9, 2000",66260,Sri Lanka,Pakistan,Sri Lanka
75,The Oval,5 wickets,"Jul 8, 2000",66265,England,Zimbabwe,Zimbabwe
74,Colombo (RPS),18 runs,"Jul 8, 2000",66259,Pakistan,South Africa,South Africa
73,Bristol,6 wickets,"Jul 6, 2000",66264,West Indies,Zimbabwe,Zimbabwe
72,Galle,37 runs,"Jul 6, 2000",66258,Sri Lanka,South Africa,Sri Lanka
71,Galle,5 wickets,"Jul 5, 2000",66257,Sri Lanka,Pakistan,Sri Lanka
70,Dhaka,39 runs,"Jun 7, 2000",65705,Pakistan,Sri Lanka,Pakistan
69,Dhaka,7 wickets,"Jun 5, 2000",65704,Pakistan,Sri Lanka,Pakistan
68,Dhaka,44 runs,"Jun 3, 2000",65703,India,Pakistan,Pakistan
67,Dhaka,233 runs,"Jun 2, 2000",65702,Bangladesh,Pakistan,Pakistan
66,Dhaka,71 runs,"Jun 1, 2000",65701,India,Sri Lanka,Sri Lanka
65,Dhaka,8 wickets,"May 30-31, 2000",65700,Bangladesh,India,India
64,Dhaka,9 wickets,"May 29, 2000",65699,Bangladesh,Sri Lanka,Sri Lanka
63,Port of Spain,4 wickets,"Apr 23, 2000",66256,West Indies,Pakistan,Pakistan
62,Port of Spain,60 runs,"Apr 22, 2000",66255,West Indies,Pakistan,West Indies
61,Bridgetown,17 runs,"Apr 19, 2000",66254,West Indies,Pakistan,Pakistan
60,St George's,17 runs,"Apr 16, 2000",66253,West Indies,Pakistan,West Indies
59,Johannesburg,4 wickets,"Apr 16, 2000",64664,South Africa,Australia,South Africa
