Index,ground,margin,matchdate,matchid,team1,team2,winner
2286,Melbourne,6 wickets,"Jan 15, 2017",1000889,Australia,Pakistan,Pakistan
2285,Brisbane,92 runs,"Jan 13, 2017",1000887,Australia,Pakistan,Australia
2284,Nelson,8 wickets,"Dec 31, 2016",1019977,New Zealand,Bangladesh,New Zealand
2283,Nelson,67 runs,"Dec 29, 2016",1019975,New Zealand,Bangladesh,New Zealand
2282,Christchurch,77 runs,"Dec 26, 2016",1019973,New Zealand,Bangladesh,New Zealand
2281,Melbourne,117 runs,"Dec 9, 2016",1001375,Australia,New Zealand,Australia
2280,Canberra,116 runs,"Dec 6, 2016",1001373,Australia,New Zealand,Australia
2279,Sydney,68 runs,"Dec 4, 2016",1001371,Australia,New Zealand,Australia
2278,Bulawayo,6 wickets,"Nov 27, 2016",1059716,Zimbabwe,Sri Lanka,Sri Lanka
2277,Bulawayo,5 runs,"Nov 25, 2016",1059715,Zimbabwe,West Indies,Zimbabwe
2276,Bulawayo,1 run,"Nov 23, 2016",1059714,Sri Lanka,West Indies,Sri Lanka
2275,Bulawayo,,"Nov 21, 2016",1059713,Zimbabwe,Sri Lanka,no result
2274,Bulawayo,,"Nov 19, 2016",1059712,Zimbabwe,West Indies,tied
2273,Harare,62 runs,"Nov 16, 2016",1059711,Sri Lanka,West Indies,West Indies
2272,Harare,8 wickets,"Nov 14, 2016",1059710,Zimbabwe,Sri Lanka,Sri Lanka
2271,Mong Kok,7 wickets,"Nov 8, 2016",1026851,Hong Kong,P.N.G.,Hong Kong
2270,Mong Kok,14 runs,"Nov 6, 2016",1026849,Hong Kong,P.N.G.,P.N.G.
2269,Mong Kok,106 runs,"Nov 4, 2016",1026847,Hong Kong,P.N.G.,Hong Kong
2268,Visakhapatnam,190 runs,"Oct 29, 2016",1030227,India,New Zealand,India
2267,Ranchi,19 runs,"Oct 26, 2016",1030225,India,New Zealand,New Zealand
2266,Mohali,7 wickets,"Oct 23, 2016",1030223,India,New Zealand,India
2265,Delhi,6 runs,"Oct 20, 2016",1030221,India,New Zealand,New Zealand
2264,Dharamsala,6 wickets,"Oct 16, 2016",1030219,India,New Zealand,India
2263,Cape Town,31 runs,"Oct 12, 2016",936143,South Africa,Australia,South Africa
2262,Chattogram,4 wickets,"Oct 12, 2016",1029823,Bangladesh,England,England
2261,Dhaka,34 runs,"Oct 9, 2016",1029821,Bangladesh,England,Bangladesh
2260,Port Elizabeth,6 wickets,"Oct 9, 2016",936141,South Africa,Australia,South Africa
2259,Dhaka,21 runs,"Oct 7, 2016",1029819,Bangladesh,England,England
2258,Durban,4 wickets,"Oct 5, 2016",936139,South Africa,Australia,South Africa
2257,Abu Dhabi,136 runs,"Oct 5, 2016",1050227,Pakistan,West Indies,Pakistan
2256,Sharjah,59 runs,"Oct 2, 2016",1050225,Pakistan,West Indies,Pakistan
2255,Johannesburg,142 runs,"Oct 2, 2016",936137,South Africa,Australia,South Africa
2254,Dhaka,141 runs,"Oct 1, 2016",1051301,Bangladesh,Afghanistan,Bangladesh
2253,Centurion,6 wickets,"Sep 30, 2016",936135,South Africa,Australia,South Africa
2252,Sharjah,111 runs,"Sep 30, 2016",1050223,Pakistan,West Indies,Pakistan
2251,Dhaka,2 wickets,"Sep 28, 2016",1051299,Bangladesh,Afghanistan,Afghanistan
2250,Benoni,9 wickets,"Sep 27, 2016",936133,Australia,Ireland,Australia
2249,Dhaka,7 runs,"Sep 25, 2016",1051297,Bangladesh,Afghanistan,Bangladesh
2248,Benoni,206 runs,"Sep 25, 2016",936131,South Africa,Ireland,South Africa
2247,Edinburgh,53 runs,"Sep 10, 2016",1004285,Scotland,Hong Kong,Scotland
2246,Edinburgh,,"Sep 8, 2016",1004283,Scotland,Hong Kong,no result
2245,Cardiff,4 wickets,"Sep 4, 2016",913661,England,Pakistan,Pakistan
2244,Pallekele,5 wickets,"Sep 4, 2016",995465,Sri Lanka,Australia,Australia
2243,Leeds,4 wickets,"Sep 1, 2016",913659,England,Pakistan,England
2242,Dambulla,6 wickets,"Aug 31, 2016",995463,Sri Lanka,Australia,Australia
2241,Nottingham,169 runs,"Aug 30, 2016",913657,England,Pakistan,England
2240,Dambulla,2 wickets,"Aug 28, 2016",995461,Sri Lanka,Australia,Australia
2239,Lord's,4 wickets,"Aug 27, 2016",913655,England,Pakistan,England
2238,Southampton,44 runs,"Aug 24, 2016",913653,England,Pakistan,England
2237,Colombo (RPS),82 runs,"Aug 24, 2016",995459,Sri Lanka,Australia,Sri Lanka
2236,Colombo (RPS),3 wickets,"Aug 21, 2016",995457,Sri Lanka,Australia,Australia
2235,Dublin (Malahide),255 runs,"Aug 18, 2016",913649,Ireland,Pakistan,Pakistan
2234,Edinburgh,7 wickets,"Aug 16, 2016",997995,Scotland,U.A.E.,Scotland
2233,Edinburgh,98 runs,"Aug 14, 2016",997993,Scotland,U.A.E.,Scotland
2232,Belfast,12 runs,"Jul 19, 2016",997967,Ireland,Afghanistan,Ireland
2231,Belfast,79 runs,"Jul 17, 2016",997965,Ireland,Afghanistan,Afghanistan
2230,Belfast,6 wickets,"Jul 14, 2016",997963,Ireland,Afghanistan,Ireland
2229,Belfast,39 runs,"Jul 12, 2016",997961,Ireland,Afghanistan,Afghanistan
2228,Edinburgh,78 runs,"Jul 6, 2016",1003273,Scotland,Afghanistan,Afghanistan
2227,Edinburgh,,"Jul 4, 2016",1003271,Scotland,Afghanistan,no result
2226,Cardiff,122 runs,"Jul 2, 2016",913631,England,Sri Lanka,England
2225,The Oval,6 wickets,"Jun 29, 2016",913629,England,Sri Lanka,England
2224,Bridgetown,58 runs,"Jun 26, 2016",932867,West Indies,Australia,Australia
2223,Bristol,,"Jun 26, 2016",913627,England,Sri Lanka,no result
2222,Bridgetown,100 runs,"Jun 24, 2016",932865,West Indies,South Africa,West Indies
2221,Birmingham,10 wickets,"Jun 24, 2016",913625,England,Sri Lanka,England
2220,Bridgetown,6 wickets,"Jun 21, 2016",932863,West Indies,Australia,Australia
2219,Nottingham,,"Jun 21, 2016",913623,England,Sri Lanka,tied
2218,Bridgetown,,"Jun 19, 2016",932861,Australia,South Africa,no result
2217,Dublin (Malahide),136 runs,"Jun 18, 2016",913621,Ireland,Sri Lanka,Sri Lanka
2216,Dublin (Malahide),76 runs,"Jun 16, 2016",913619,Ireland,Sri Lanka,Sri Lanka
2215,Basseterre,139 runs,"Jun 15, 2016",932859,West Indies,South Africa,South Africa
2214,Harare,10 wickets,"Jun 15, 2016",1007653,Zimbabwe,India,India
2213,Basseterre,4 wickets,"Jun 13, 2016",932857,West Indies,Australia,West Indies
2212,Harare,8 wickets,"Jun 13, 2016",1007651,Zimbabwe,India,India
2211,Basseterre,36 runs,"Jun 11, 2016",932855,Australia,South Africa,Australia
2210,Harare,9 wickets,"Jun 11, 2016",1007649,Zimbabwe,India,India
2209,Providence,47 runs,"Jun 7, 2016",932853,Australia,South Africa,South Africa
2208,Providence,6 wickets,"Jun 5, 2016",932851,West Indies,Australia,Australia
2207,Providence,4 wickets,"Jun 3, 2016",932849,West Indies,South Africa,West Indies
2206,Cape Town,5 wickets,"Feb 14, 2016",800477,South Africa,England,South Africa
2205,Johannesburg,1 wicket,"Feb 12, 2016",800475,South Africa,England,South Africa
2204,Centurion,7 wickets,"Feb 9, 2016",800473,South Africa,England,South Africa
2203,Hamilton,55 runs,"Feb 8, 2016",914235,New Zealand,Australia,New Zealand
2202,Port Elizabeth,5 wickets,"Feb 6, 2016",800471,South Africa,England,England
2201,Wellington,4 wickets,"Feb 6, 2016",914233,New Zealand,Australia,Australia
2200,Bloemfontein,39 runs,"Feb 3, 2016",800469,South Africa,England,England
2199,Auckland,159 runs,"Feb 3, 2016",914231,New Zealand,Australia,New Zealand
2198,Auckland,3 wickets,"Jan 31, 2016",914265,New Zealand,Pakistan,New Zealand
2197,Mong Kok,109 runs,"Jan 26, 2016",952183,Hong Kong,Scotland,Hong Kong
2196,Wellington,70 runs,"Jan 25, 2016",914227,New Zealand,Pakistan,New Zealand
2195,Sydney,6 wickets,"Jan 23, 2016",895815,Australia,India,India
2194,Canberra,25 runs,"Jan 20, 2016",895813,Australia,India,Australia
2193,Melbourne,3 wickets,"Jan 17, 2016",895811,Australia,India,Australia
2192,Brisbane,7 wickets,"Jan 15, 2016",895809,Australia,India,Australia
2191,Perth,5 wickets,"Jan 12, 2016",895807,Australia,India,Australia
2190,Sharjah,2 wickets,"Jan 6, 2016",953343,Afghanistan,Zimbabwe,Afghanistan
2189,Mount Maunganui,36 runs,"Jan 5, 2016",914215,New Zealand,Sri Lanka,New Zealand
2188,Sharjah,65 runs,"Jan 4, 2016",953341,Afghanistan,Zimbabwe,Zimbabwe
2187,Sharjah,117 runs,"Jan 2, 2016",953339,Afghanistan,Zimbabwe,Zimbabwe
2186,Nelson,,"Jan 2, 2016",914213,New Zealand,Sri Lanka,no result
2185,Nelson,8 wickets,"Dec 31, 2015",914211,New Zealand,Sri Lanka,Sri Lanka
2184,Sharjah,4 wickets,"Dec 29, 2015",953337,Afghanistan,Zimbabwe,Afghanistan
2183,Christchurch,10 wickets,"Dec 28, 2015",914209,New Zealand,Sri Lanka,New Zealand
2182,Christchurch,7 wickets,"Dec 26, 2015",914207,New Zealand,Sri Lanka,New Zealand
2181,Sharjah,49 runs,"Dec 25, 2015",953335,Afghanistan,Zimbabwe,Afghanistan
2180,Dubai (DSC),84 runs,"Nov 20, 2015",902647,England,Pakistan,England
2179,ICCA Dubai,136 runs,"Nov 18, 2015",911051,U.A.E.,Hong Kong,Hong Kong
2178,Sharjah,6 wickets,"Nov 17, 2015",902645,England,Pakistan,England
2177,ICCA Dubai,89 runs,"Nov 16, 2015",911049,U.A.E.,Hong Kong,Hong Kong
2176,Abu Dhabi,95 runs,"Nov 13, 2015",902643,England,Pakistan,England
2175,Abu Dhabi,6 wickets,"Nov 11, 2015",902641,England,Pakistan,Pakistan
2174,Dhaka,61 runs,"Nov 11, 2015",931394,Bangladesh,Zimbabwe,Bangladesh
2173,Dhaka,58 runs,"Nov 9, 2015",931392,Bangladesh,Zimbabwe,Bangladesh
2172,Pallekele,19 runs,"Nov 7, 2015",915781,Sri Lanka,West Indies,Sri Lanka
2171,Dhaka,145 runs,"Nov 7, 2015",931390,Bangladesh,Zimbabwe,Bangladesh
2170,Colombo (RPS),8 wickets,"Nov 4, 2015",915779,Sri Lanka,West Indies,Sri Lanka
2169,Colombo (RPS),1 wicket,"Nov 1, 2015",915777,Sri Lanka,West Indies,Sri Lanka
2168,Mumbai,214 runs,"Oct 25, 2015",903601,India,South Africa,South Africa
2167,Bulawayo,73 runs,"Oct 24, 2015",924635,Zimbabwe,Afghanistan,Afghanistan
2166,Chennai,35 runs,"Oct 22, 2015",903599,India,South Africa,India
2165,Bulawayo,3 wickets,"Oct 22, 2015",924633,Zimbabwe,Afghanistan,Afghanistan
2164,Bulawayo,6 wickets,"Oct 20, 2015",924631,Zimbabwe,Afghanistan,Zimbabwe
2163,Rajkot,18 runs,"Oct 18, 2015",903597,India,South Africa,South Africa
2162,Bulawayo,58 runs,"Oct 18, 2015",924629,Zimbabwe,Afghanistan,Afghanistan
2161,Bulawayo,8 wickets,"Oct 16, 2015",924627,Zimbabwe,Afghanistan,Zimbabwe
2160,Indore,22 runs,"Oct 14, 2015",903595,India,South Africa,India
2159,Harare,2 wickets,"Oct 13, 2015",919617,Zimbabwe,Ireland,Ireland
2158,Harare,5 wickets,"Oct 11, 2015",919615,Zimbabwe,Ireland,Zimbabwe
2157,Kanpur,5 runs,"Oct 11, 2015",903593,India,South Africa,South Africa
2156,Harare,2 wickets,"Oct 9, 2015",919613,Zimbabwe,Ireland,Zimbabwe
2155,Harare,7 wickets,"Oct 5, 2015",919611,Zimbabwe,Pakistan,Pakistan
2154,Harare,5 runs,"Oct 3, 2015",919609,Zimbabwe,Pakistan,Zimbabwe
2153,Harare,131 runs,"Oct 1, 2015",919607,Zimbabwe,Pakistan,Pakistan
2152,Manchester,8 wickets,"Sep 13, 2015",743985,England,Australia,Australia
2151,Leeds,3 wickets,"Sep 11, 2015",743983,England,Australia,England
2150,Manchester,93 runs,"Sep 8, 2015",743981,England,Australia,England
2149,Lord's,64 runs,"Sep 5, 2015",743979,England,Australia,Australia
2148,Southampton,59 runs,"Sep 3, 2015",743977,England,Australia,Australia
2147,Belfast,23 runs,"Aug 27, 2015",743973,Ireland,Australia,Australia
2146,Durban,62 runs,"Aug 26, 2015",848847,South Africa,New Zealand,South Africa
2145,Potchefstroom,8 wickets,"Aug 23, 2015",848845,South Africa,New Zealand,New Zealand
2144,Centurion,20 runs,"Aug 19, 2015",848843,South Africa,New Zealand,South Africa
2143,Harare,38 runs,"Aug 7, 2015",894291,Zimbabwe,New Zealand,New Zealand
2142,Harare,10 wickets,"Aug 4, 2015",894289,Zimbabwe,New Zealand,New Zealand
2141,Harare,7 wickets,"Aug 2, 2015",894287,Zimbabwe,New Zealand,Zimbabwe
2140,Hambantota,165 runs,"Jul 26, 2015",860277,Sri Lanka,Pakistan,Sri Lanka
2139,Colombo (RPS),7 wickets,"Jul 22, 2015",860275,Sri Lanka,Pakistan,Pakistan
2138,Colombo (RPS),135 runs,"Jul 19, 2015",860273,Sri Lanka,Pakistan,Pakistan
2137,Pallekele,2 wickets,"Jul 15, 2015",860271,Sri Lanka,Pakistan,Sri Lanka
2136,Chattogram,9 wickets,"Jul 15, 2015",817211,Bangladesh,South Africa,Bangladesh
2135,Harare,83 runs,"Jul 14, 2015",885967,Zimbabwe,India,India
2134,Dhaka,7 wickets,"Jul 12, 2015",817209,Bangladesh,South Africa,Bangladesh
2133,Harare,62 runs,"Jul 12, 2015",885965,Zimbabwe,India,India
2132,Dambulla,6 wickets,"Jul 11, 2015",860269,Sri Lanka,Pakistan,Pakistan
2131,Dhaka,8 wickets,"Jul 10, 2015",817207,Bangladesh,South Africa,South Africa
2130,Harare,4 runs,"Jul 10, 2015",885959,Zimbabwe,India,India
2129,Dhaka,77 runs,"Jun 24, 2015",870735,Bangladesh,India,India
2128,Dhaka,6 wickets,"Jun 21, 2015",870733,Bangladesh,India,Bangladesh
2127,Chester-le-Street,3 wickets,"Jun 20, 2015",743951,England,New Zealand,England
2126,Dhaka,79 runs,"Jun 18, 2015",870731,Bangladesh,India,Bangladesh
2125,Nottingham,7 wickets,"Jun 17, 2015",743949,England,New Zealand,England
2124,Southampton,3 wickets,"Jun 14, 2015",743947,England,New Zealand,New Zealand
2123,The Oval,13 runs,"Jun 12, 2015",743945,England,New Zealand,New Zealand
2122,Birmingham,210 runs,"Jun 9, 2015",743943,England,New Zealand,England
2121,Lahore,,"May 31, 2015",868731,Pakistan,Zimbabwe,no result
2120,Lahore,6 wickets,"May 29, 2015",868729,Pakistan,Zimbabwe,Pakistan
2119,Lahore,41 runs,"May 26, 2015",868727,Pakistan,Zimbabwe,Pakistan
2118,Dublin (Malahide),,"May 8, 2015",760889,Ireland,England,no result
2117,Dhaka,8 wickets,"Apr 22, 2015",858489,Bangladesh,Pakistan,Bangladesh
2116,Dhaka,7 wickets,"Apr 19, 2015",858487,Bangladesh,Pakistan,Bangladesh
2115,Dhaka,79 runs,"Apr 17, 2015",858485,Bangladesh,Pakistan,Bangladesh
2114,Melbourne,7 wickets,"Mar 29, 2015",656495,Australia,New Zealand,Australia
2113,Sydney,95 runs,"Mar 26, 2015",656493,Australia,India,Australia
2112,Auckland,4 wickets,"Mar 24, 2015",656491,New Zealand,South Africa,New Zealand
2111,Wellington,143 runs,"Mar 21, 2015",656489,New Zealand,West Indies,New Zealand
2110,Adelaide,6 wickets,"Mar 20, 2015",656487,Australia,Pakistan,Australia
2109,Melbourne,109 runs,"Mar 19, 2015",656485,Bangladesh,India,India
2108,Sydney,9 wickets,"Mar 18, 2015",656483,South Africa,Sri Lanka,South Africa
2107,Adelaide,7 wickets,"Mar 15, 2015",656481,Ireland,Pakistan,Pakistan
2106,Napier,6 wickets,"Mar 15, 2015",656479,U.A.E.,West Indies,West Indies
2105,Hobart,7 wickets,"Mar 14, 2015",656477,Australia,Scotland,Australia
2104,Auckland,6 wickets,"Mar 14, 2015",656475,India,Zimbabwe,India
2103,Sydney,9 wickets,"Mar 13, 2015",656473,Afghanistan,England,England
2102,Hamilton,3 wickets,"Mar 13, 2015",656471,New Zealand,Bangladesh,New Zealand
2101,Wellington,146 runs,"Mar 12, 2015",656469,South Africa,U.A.E.,South Africa
2100,Hobart,148 runs,"Mar 11, 2015",656467,Scotland,Sri Lanka,Sri Lanka
2099,Hamilton,8 wickets,"Mar 10, 2015",656465,India,Ireland,India
2098,Adelaide,15 runs,"Mar 9, 2015",656463,Bangladesh,England,Bangladesh
2097,Sydney,64 runs,"Mar 8, 2015",656461,Australia,Sri Lanka,Australia
2096,Napier,6 wickets,"Mar 8, 2015",656459,New Zealand,Afghanistan,New Zealand
2095,Hobart,5 runs,"Mar 7, 2015",656457,Ireland,Zimbabwe,Ireland
2094,Auckland,29 runs,"Mar 7, 2015",656455,Pakistan,South Africa,Pakistan
2093,Perth,4 wickets,"Mar 6, 2015",656453,India,West Indies,India
2092,Nelson,6 wickets,"Mar 5, 2015",656451,Bangladesh,Scotland,Bangladesh
2091,Perth,275 runs,"Mar 4, 2015",656449,Australia,Afghanistan,Australia
2090,Napier,129 runs,"Mar 4, 2015",656447,Pakistan,U.A.E.,Pakistan
2089,Canberra,201 runs,"Mar 3, 2015",656445,Ireland,South Africa,South Africa
2088,Brisbane,20 runs,"Mar 1, 2015",656443,Pakistan,Zimbabwe,Pakistan
2087,Wellington,9 wickets,"Mar 1, 2015",656441,England,Sri Lanka,Sri Lanka
2086,Perth,9 wickets,"Feb 28, 2015",656439,India,U.A.E.,India
2085,Auckland,1 wicket,"Feb 28, 2015",656437,New Zealand,Australia,New Zealand
2084,Sydney,257 runs,"Feb 27, 2015",656435,South Africa,West Indies,South Africa
2083,Melbourne,92 runs,"Feb 26, 2015",656433,Bangladesh,Sri Lanka,Sri Lanka
2082,Dunedin,1 wicket,"Feb 26, 2015",656431,Afghanistan,Scotland,Afghanistan
2081,Brisbane,2 wickets,"Feb 25, 2015",656429,Ireland,U.A.E.,Ireland
2080,Canberra,73 runs,"Feb 24, 2015",656427,West Indies,Zimbabwe,West Indies
2079,Christchurch,119 runs,"Feb 23, 2015",656425,England,Scotland,England
2078,Melbourne,130 runs,"Feb 22, 2015",656423,India,South Africa,India
2077,Dunedin,4 wickets,"Feb 22, 2015",656421,Afghanistan,Sri Lanka,Sri Lanka
2076,Christchurch,150 runs,"Feb 21, 2015",656417,Pakistan,West Indies,West Indies
2075,Wellington,8 wickets,"Feb 20, 2015",656415,New Zealand,England,New Zealand
2074,Nelson,4 wickets,"Feb 19, 2015",656413,U.A.E.,Zimbabwe,Zimbabwe
2073,Canberra,105 runs,"Feb 18, 2015",656411,Afghanistan,Bangladesh,Bangladesh
2072,Dunedin,3 wickets,"Feb 17, 2015",656409,New Zealand,Scotland,New Zealand
2071,Nelson,4 wickets,"Feb 16, 2015",656407,Ireland,West Indies,Ireland
2070,Adelaide,76 runs,"Feb 15, 2015",656405,India,Pakistan,India
2069,Hamilton,62 runs,"Feb 15, 2015",656403,South Africa,Zimbabwe,South Africa
2068,Melbourne,111 runs,"Feb 14, 2015",656401,Australia,England,Australia
2067,Christchurch,98 runs,"Feb 14, 2015",656399,New Zealand,Sri Lanka,New Zealand
2066,Napier,119 runs,"Feb 3, 2015",749797,New Zealand,Pakistan,New Zealand
2065,Perth,112 runs,"Feb 1, 2015",754761,Australia,England,Australia
2064,Wellington,7 wickets,"Jan 31, 2015",749795,New Zealand,Pakistan,New Zealand
2063,Perth,3 wickets,"Jan 30, 2015",754759,England,India,England
2062,Wellington,34 runs,"Jan 29, 2015",749793,New Zealand,Sri Lanka,Sri Lanka
2061,Centurion,131 runs,"Jan 28, 2015",722347,South Africa,West Indies,South Africa
2060,Sydney,,"Jan 26, 2015",754757,Australia,India,no result
2059,Port Elizabeth,1 wicket,"Jan 25, 2015",722345,South Africa,West Indies,West Indies
2058,Dunedin,120 runs,"Jan 25, 2015",749791,New Zealand,Sri Lanka,New Zealand
2057,Hobart,3 wickets,"Jan 23, 2015",754755,Australia,England,Australia
2056,Dunedin,108 runs,"Jan 23, 2015",749789,New Zealand,Sri Lanka,New Zealand
2055,East London,9 wickets,"Jan 21, 2015",722343,South Africa,West Indies,South Africa
2054,Brisbane,9 wickets,"Jan 20, 2015",754753,England,India,England
2053,Nelson,4 wickets,"Jan 20, 2015",749787,New Zealand,Sri Lanka,New Zealand
2052,ICCA Dubai,,"Jan 19, 2015",810831,Ireland,Scotland,no result
2051,Johannesburg,148 runs,"Jan 18, 2015",722341,South Africa,West Indies,South Africa
2050,Melbourne,4 wickets,"Jan 18, 2015",754749,Australia,India,Australia
2049,Dubai (DSC),71 runs,"Jan 17, 2015",810833,Afghanistan,Ireland,Afghanistan
2048,Auckland,,"Jan 17, 2015",749785,New Zealand,Sri Lanka,no result
2047,Durban,61 runs,"Jan 16, 2015",722339,South Africa,West Indies,South Africa
2046,Sydney,3 wickets,"Jan 16, 2015",754751,Australia,England,Australia
2045,Hamilton,6 wickets,"Jan 15, 2015",749783,New Zealand,Sri Lanka,Sri Lanka
2044,Abu Dhabi,150 runs,"Jan 14, 2015",812645,Afghanistan,Scotland,Scotland
2043,Dubai (DSC),3 wickets,"Jan 12, 2015",810829,Ireland,Scotland,Ireland
2042,Christchurch,3 wickets,"Jan 11, 2015",749781,New Zealand,Sri Lanka,New Zealand
2041,Dubai (DSC),3 wickets,"Jan 10, 2015",810827,Afghanistan,Ireland,Ireland
2040,ICCA Dubai,8 wickets,"Jan 8, 2015",812623,Afghanistan,Scotland,Afghanistan
2039,Abu Dhabi,68 runs,"Dec 19, 2014",742627,New Zealand,Pakistan,New Zealand
2038,Abu Dhabi,7 runs,"Dec 17, 2014",742625,New Zealand,Pakistan,New Zealand
2037,Colombo (RPS),87 runs,"Dec 16, 2014",750675,Sri Lanka,England,Sri Lanka
2036,Sharjah,147 runs,"Dec 14, 2014",742623,New Zealand,Pakistan,Pakistan
2035,Pallekele,90 runs,"Dec 13, 2014",750673,Sri Lanka,England,Sri Lanka
2034,Sharjah,4 wickets,"Dec 12, 2014",742621,New Zealand,Pakistan,New Zealand
2033,Pallekele,5 wickets,"Dec 10-11, 2014",750671,Sri Lanka,England,England
2032,Dubai (DSC),3 wickets,"Dec 8, 2014",742619,New Zealand,Pakistan,Pakistan
2031,Colombo (RPS),6 wickets,"Dec 7, 2014",750669,Sri Lanka,England,Sri Lanka
2030,ICCA Dubai,30 runs,"Dec 4, 2014",803801,U.A.E.,Afghanistan,U.A.E.
2029,Hambantota,5 wickets,"Dec 3, 2014",750667,Sri Lanka,England,England
2028,ICCA Dubai,2 wickets,"Dec 2, 2014",803799,U.A.E.,Afghanistan,Afghanistan
2027,Dhaka,5 wickets,"Dec 1, 2014",760795,Bangladesh,Zimbabwe,Bangladesh
2026,ICCA Dubai,6 wickets,"Nov 30, 2014",803797,U.A.E.,Afghanistan,U.A.E.
2025,Colombo (RPS),8 wickets,"Nov 29, 2014",750665,Sri Lanka,England,Sri Lanka
2024,ICCA Dubai,5 wickets,"Nov 28, 2014",803795,U.A.E.,Afghanistan,U.A.E.
2023,Dhaka,21 runs,"Nov 28, 2014",760793,Bangladesh,Zimbabwe,Bangladesh
2022,Colombo (RPS),25 runs,"Nov 26, 2014",750663,Sri Lanka,England,Sri Lanka
2021,Dhaka,124 runs,"Nov 26, 2014",760791,Bangladesh,Zimbabwe,Bangladesh
2020,Chattogram,68 runs,"Nov 23, 2014",760789,Bangladesh,Zimbabwe,Bangladesh
2019,Sydney,2 wickets,"Nov 23, 2014",754731,Australia,South Africa,Australia
2018,Chattogram,87 runs,"Nov 21, 2014",760787,Bangladesh,Zimbabwe,Bangladesh
2017,Melbourne,3 wickets,"Nov 21, 2014",754729,Australia,South Africa,Australia
2016,Canberra,73 runs,"Nov 19, 2014",754727,Australia,South Africa,Australia
2015,Ranchi,3 wickets,"Nov 16, 2014",792297,India,Sri Lanka,India
2014,Perth,3 wickets,"Nov 16, 2014",754725,Australia,South Africa,South Africa
2013,Perth,32 runs,"Nov 14, 2014",754723,Australia,South Africa,Australia
2012,Kolkata,153 runs,"Nov 13, 2014",792295,India,Sri Lanka,India
2011,Hyderabad (Deccan),6 wickets,"Nov 9, 2014",792293,India,Sri Lanka,India
2010,Townsville,3 wickets,"Nov 9, 2014",791635,Hong Kong,P.N.G.,P.N.G.
2009,Townsville,4 wickets,"Nov 8, 2014",791633,Hong Kong,P.N.G.,P.N.G.
2008,Ahmedabad,6 wickets,"Nov 6, 2014",792291,India,Sri Lanka,India
2007,Cuttack,169 runs,"Nov 2, 2014",792289,India,Sri Lanka,India
2006,Hamilton,,"Oct 27, 2014",749775,New Zealand,South Africa,no result
2005,Mount Maunganui,72 runs,"Oct 24, 2014",749773,New Zealand,South Africa,South Africa
2004,Mount Maunganui,6 wickets,"Oct 21, 2014",749771,New Zealand,South Africa,South Africa
2003,Dharamsala,59 runs,"Oct 17, 2014",770127,India,West Indies,India
2002,Abu Dhabi,1 run,"Oct 12, 2014",727923,Australia,Pakistan,Australia
